Gene WormBase ID	of CLASH identified piRNA target sites
WBGene00014166	10
WBGene00014168	5
WBGene00014169	8
WBGene00014170	0
WBGene00014171	0
WBGene00014172	2
WBGene00014173	0
WBGene00014174	1
WBGene00014175	0
WBGene00014176	6
WBGene00014177	19
WBGene00014178	10
WBGene00014179	5
WBGene00014181	0
WBGene00014182	0
WBGene00014183	0
WBGene00014184	0
WBGene00014186	0
WBGene00014188	0
WBGene00014189	0
WBGene00014190	0
WBGene00014191	0
WBGene00014192	0
WBGene00014193	0
WBGene00014194	1
WBGene00014195	0
WBGene00014196	0
WBGene00014197	6
WBGene00014198	2
WBGene00014199	3
WBGene00014200	0
WBGene00014201	4
WBGene00014202	15
WBGene00014203	1
WBGene00014204	24
WBGene00014205	8
WBGene00014206	3
WBGene00014207	1
WBGene00014208	126
WBGene00014209	12
WBGene00014210	0
WBGene00014213	16
WBGene00014214	0
WBGene00014215	4
WBGene00014216	0
WBGene00014217	0
WBGene00014218	12
WBGene00014219	12
WBGene00014220	2
WBGene00014221	8
WBGene00014222	3
WBGene00014223	2
WBGene00014224	2
WBGene00014225	1
WBGene00014226	1
WBGene00014227	5
WBGene00014228	4
WBGene00014229	1
WBGene00014230	8
WBGene00014232	9
WBGene00014233	4
WBGene00014234	4
WBGene00014235	0
WBGene00014236	0
WBGene00014238	6
WBGene00014239	2
WBGene00014240	2
WBGene00014241	3
WBGene00014242	0
WBGene00014243	23
WBGene00014244	3
WBGene00014245	0
WBGene00014246	1
WBGene00014247	1
WBGene00014248	0
WBGene00014249	16
WBGene00014250	16
WBGene00014251	1
WBGene00014252	0
WBGene00014253	0
WBGene00014254	0
WBGene00014255	1
WBGene00014256	3
WBGene00014258	6
WBGene00014259	5
WBGene00014260	0
WBGene00014261	0
WBGene00014262	0
WBGene00014300	0
WBGene00014569	0
WBGene00014666	1
WBGene00014668	0
WBGene00014669	3
WBGene00014679	0
WBGene00014697	0
WBGene00014698	0
WBGene00014699	0
WBGene00014700	0
WBGene00014761	1
WBGene00014793	1
WBGene00014801	53
WBGene00014807	2
WBGene00014813	2
WBGene00014826	4
WBGene00014848	0
WBGene00014864	0
WBGene00014871	7
WBGene00014914	27
WBGene00014924	0
WBGene00014926	0
WBGene00014938	8
WBGene00014953	0
WBGene00014965	6
WBGene00014989	1
WBGene00014997	1
WBGene00014998	0
WBGene00014999	2
WBGene00015000	0
WBGene00015001	1
WBGene00015002	1
WBGene00015003	0
WBGene00015004	0
WBGene00015005	0
WBGene00015006	1
WBGene00015007	13
WBGene00015008	2
WBGene00015009	9
WBGene00015010	1
WBGene00015011	18
WBGene00015012	11
WBGene00015014	33
WBGene00015015	3
WBGene00015017	20
WBGene00015018	0
WBGene00015019	2
WBGene00015020	3
WBGene00015021	11
WBGene00015022	9
WBGene00015023	5
WBGene00015024	10
WBGene00015025	6
WBGene00015026	4
WBGene00015027	0
WBGene00015028	0
WBGene00015029	3
WBGene00015030	0
WBGene00015031	0
WBGene00015032	0
WBGene00015033	0
WBGene00015034	1
WBGene00015035	0
WBGene00015036	0
WBGene00015037	38
WBGene00015038	4
WBGene00015040	0
WBGene00015041	3
WBGene00015042	0
WBGene00015043	0
WBGene00015044	0
WBGene00015045	0
WBGene00015046	0
WBGene00015047	0
WBGene00015048	1
WBGene00015049	4
WBGene00015050	0
WBGene00015051	5
WBGene00015052	0
WBGene00015053	0
WBGene00015054	0
WBGene00015055	0
WBGene00015056	0
WBGene00015057	0
WBGene00015059	0
WBGene00015061	0
WBGene00015062	0
WBGene00015063	0
WBGene00015064	3
WBGene00015065	0
WBGene00015066	0
WBGene00015067	0
WBGene00015068	0
WBGene00015069	0
WBGene00015070	0
WBGene00015071	0
WBGene00015072	0
WBGene00015073	16
WBGene00015074	10
WBGene00015075	6
WBGene00015076	0
WBGene00015079	0
WBGene00015080	0
WBGene00015081	0
WBGene00015082	0
WBGene00015083	52
WBGene00015084	0
WBGene00015085	0
WBGene00015086	0
WBGene00015087	0
WBGene00015088	0
WBGene00015089	5
WBGene00015091	11
WBGene00015092	9
WBGene00015093	1
WBGene00015094	7
WBGene00015095	10
WBGene00015096	21
WBGene00015097	3
WBGene00015098	28
WBGene00015099	13
WBGene00015100	2
WBGene00015101	12
WBGene00015102	107
WBGene00015103	0
WBGene00015104	5
WBGene00015105	13
WBGene00015106	0
WBGene00015107	2
WBGene00015108	0
WBGene00015110	0
WBGene00015111	27
WBGene00015112	2
WBGene00015113	0
WBGene00015114	0
WBGene00015115	10
WBGene00015116	0
WBGene00015117	3
WBGene00015118	0
WBGene00015119	1
WBGene00015121	1
WBGene00015122	0
WBGene00015124	12
WBGene00015125	8
WBGene00015126	11
WBGene00015128	7
WBGene00015129	0
WBGene00015130	6
WBGene00015131	2
WBGene00015132	1
WBGene00015133	6
WBGene00015134	3
WBGene00015135	0
WBGene00015136	2
WBGene00015137	0
WBGene00015138	3
WBGene00015139	0
WBGene00015141	0
WBGene00015142	0
WBGene00015143	22
WBGene00015145	8
WBGene00015146	9
WBGene00015147	16
WBGene00015148	0
WBGene00015149	0
WBGene00015150	2
WBGene00015151	0
WBGene00015152	0
WBGene00015153	1
WBGene00015155	5
WBGene00015156	9
WBGene00015157	10
WBGene00015158	0
WBGene00015159	4
WBGene00015160	15
WBGene00015161	3
WBGene00015162	4
WBGene00015163	4
WBGene00015164	1
WBGene00015165	0
WBGene00015167	0
WBGene00015168	7
WBGene00015169	0
WBGene00015170	0
WBGene00015171	3
WBGene00015172	1
WBGene00015173	17
WBGene00015175	0
WBGene00015176	14
WBGene00015177	1
WBGene00015178	0
WBGene00015179	0
WBGene00015180	1
WBGene00015181	9
WBGene00015182	0
WBGene00015183	2
WBGene00015184	4
WBGene00015185	4
WBGene00015186	12
WBGene00015188	5
WBGene00015189	4
WBGene00015190	0
WBGene00015191	6
WBGene00015192	1
WBGene00015193	2
WBGene00015194	1
WBGene00015196	0
WBGene00015197	0
WBGene00015198	0
WBGene00015199	0
WBGene00015200	38
WBGene00015202	0
WBGene00015203	62
WBGene00015204	5
WBGene00015205	3
WBGene00015206	26
WBGene00015207	5
WBGene00015208	10
WBGene00015210	1
WBGene00015211	0
WBGene00015214	0
WBGene00015215	0
WBGene00015216	0
WBGene00015217	2
WBGene00015218	0
WBGene00015219	3
WBGene00015220	0
WBGene00015221	0
WBGene00015222	0
WBGene00015223	0
WBGene00015224	0
WBGene00015225	0
WBGene00015226	0
WBGene00015227	0
WBGene00015228	2
WBGene00015229	0
WBGene00015230	6
WBGene00015231	1
WBGene00015232	10
WBGene00015233	2
WBGene00015235	6
WBGene00015236	3
WBGene00015237	28
WBGene00015238	0
WBGene00015241	0
WBGene00015242	0
WBGene00015243	3
WBGene00015244	0
WBGene00015245	7
WBGene00015246	2
WBGene00015247	0
WBGene00015248	7
WBGene00015249	8
WBGene00015250	7
WBGene00015251	3
WBGene00015252	0
WBGene00015253	0
WBGene00015254	0
WBGene00015255	0
WBGene00015257	2
WBGene00015258	0
WBGene00015259	0
WBGene00015260	1
WBGene00015261	0
WBGene00015262	0
WBGene00015263	0
WBGene00015264	0
WBGene00015265	0
WBGene00015266	13
WBGene00015267	11
WBGene00015268	1
WBGene00015270	3
WBGene00015271	6
WBGene00015272	0
WBGene00015273	5
WBGene00015276	0
WBGene00015277	0
WBGene00015278	1
WBGene00015279	0
WBGene00015280	2
WBGene00015281	0
WBGene00015282	25
WBGene00015283	8
WBGene00015284	1
WBGene00015285	2
WBGene00015286	0
WBGene00015287	3
WBGene00015288	0
WBGene00015291	11
WBGene00015292	0
WBGene00015293	0
WBGene00015294	0
WBGene00015295	1
WBGene00015296	10
WBGene00015297	15
WBGene00015298	1
WBGene00015299	0
WBGene00015300	0
WBGene00015301	12
WBGene00015303	0
WBGene00015305	2
WBGene00015306	4
WBGene00015307	1
WBGene00015308	0
WBGene00015309	0
WBGene00015310	22
WBGene00015311	0
WBGene00015312	54
WBGene00015313	22
WBGene00015315	0
WBGene00015316	0
WBGene00015317	0
WBGene00015318	0
WBGene00015320	10
WBGene00015321	12
WBGene00015322	0
WBGene00015323	0
WBGene00015324	3
WBGene00015325	0
WBGene00015326	17
WBGene00015327	1
WBGene00015328	0
WBGene00015329	14
WBGene00015330	11
WBGene00015331	7
WBGene00015332	0
WBGene00015333	0
WBGene00015334	1
WBGene00015335	0
WBGene00015336	0
WBGene00015337	1
WBGene00015338	0
WBGene00015339	0
WBGene00015340	0
WBGene00015341	0
WBGene00015342	0
WBGene00015344	8
WBGene00015345	1
WBGene00015346	4
WBGene00015347	3
WBGene00015348	2
WBGene00015349	12
WBGene00015350	11
WBGene00015351	2
WBGene00015352	3
WBGene00015353	4
WBGene00015354	0
WBGene00015355	0
WBGene00015356	1
WBGene00015357	5
WBGene00015358	0
WBGene00015360	0
WBGene00015361	0
WBGene00015362	0
WBGene00015364	0
WBGene00015366	6
WBGene00015367	0
WBGene00015368	0
WBGene00015369	0
WBGene00015371	0
WBGene00015372	0
WBGene00015373	0
WBGene00015374	0
WBGene00015375	0
WBGene00015376	0
WBGene00015377	0
WBGene00015378	11
WBGene00015379	0
WBGene00015380	0
WBGene00015381	0
WBGene00015382	0
WBGene00015385	9
WBGene00015386	1
WBGene00015387	0
WBGene00015388	0
WBGene00015389	0
WBGene00015390	0
WBGene00015391	2
WBGene00015392	0
WBGene00015393	0
WBGene00015394	0
WBGene00015395	0
WBGene00015396	0
WBGene00015397	0
WBGene00015398	0
WBGene00015399	0
WBGene00015400	0
WBGene00015401	0
WBGene00015402	2
WBGene00015403	1
WBGene00015404	18
WBGene00015405	39
WBGene00015406	0
WBGene00015407	0
WBGene00015408	0
WBGene00015409	0
WBGene00015410	1
WBGene00015411	0
WBGene00015412	0
WBGene00015413	7
WBGene00015414	11
WBGene00015416	0
WBGene00015417	0
WBGene00015418	23
WBGene00015419	0
WBGene00015421	0
WBGene00015422	3
WBGene00015423	0
WBGene00015424	0
WBGene00015425	10
WBGene00015426	0
WBGene00015427	0
WBGene00015428	0
WBGene00015429	2
WBGene00015430	7
WBGene00015431	1
WBGene00015433	0
WBGene00015434	0
WBGene00015435	0
WBGene00015437	2
WBGene00015438	0
WBGene00015442	0
WBGene00015444	0
WBGene00015446	0
WBGene00015447	0
WBGene00015448	0
WBGene00015449	0
WBGene00015450	5
WBGene00015451	8
WBGene00015453	0
WBGene00015454	24
WBGene00015455	0
WBGene00015456	17
WBGene00015457	0
WBGene00015458	0
WBGene00015459	0
WBGene00015460	0
WBGene00015461	5
WBGene00015462	8
WBGene00015463	11
WBGene00015464	0
WBGene00015465	0
WBGene00015466	31
WBGene00015467	3
WBGene00015468	15
WBGene00015469	165
WBGene00015470	13
WBGene00015471	0
WBGene00015472	0
WBGene00015473	0
WBGene00015474	3
WBGene00015476	0
WBGene00015477	2
WBGene00015478	3
WBGene00015479	0
WBGene00015480	0
WBGene00015481	8
WBGene00015483	1
WBGene00015484	9
WBGene00015485	13
WBGene00015486	12
WBGene00015487	1
WBGene00015488	3
WBGene00015489	0
WBGene00015491	1
WBGene00015492	5
WBGene00015493	0
WBGene00015494	1
WBGene00015495	0
WBGene00015496	1
WBGene00015497	0
WBGene00015499	17
WBGene00015500	0
WBGene00015501	11
WBGene00015504	41
WBGene00015505	6
WBGene00015507	5
WBGene00015508	5
WBGene00015509	13
WBGene00015510	1
WBGene00015511	2
WBGene00015512	6
WBGene00015513	46
WBGene00015514	5
WBGene00015515	13
WBGene00015516	8
WBGene00015517	0
WBGene00015518	2
WBGene00015519	0
WBGene00015520	0
WBGene00015521	0
WBGene00015522	1
WBGene00015523	0
WBGene00015524	6
WBGene00015525	7
WBGene00015526	1
WBGene00015527	0
WBGene00015528	0
WBGene00015529	3
WBGene00015530	0
WBGene00015531	0
WBGene00015532	0
WBGene00015534	0
WBGene00015535	0
WBGene00015536	0
WBGene00015537	0
WBGene00015538	18
WBGene00015539	1
WBGene00015540	21
WBGene00015541	0
WBGene00015544	0
WBGene00015545	0
WBGene00015546	0
WBGene00015547	17
WBGene00015549	0
WBGene00015551	0
WBGene00015552	1
WBGene00015553	21
WBGene00015554	5
WBGene00015555	23
WBGene00015557	20
WBGene00015558	1
WBGene00015559	0
WBGene00015560	0
WBGene00015561	1
WBGene00015564	0
WBGene00015565	15
WBGene00015566	0
WBGene00015567	20
WBGene00015568	0
WBGene00015569	4
WBGene00015570	1
WBGene00015572	5
WBGene00015573	1
WBGene00015574	0
WBGene00015576	3
WBGene00015577	12
WBGene00015578	0
WBGene00015579	4
WBGene00015580	1
WBGene00015581	10
WBGene00015582	0
WBGene00015583	0
WBGene00015586	5
WBGene00015587	2
WBGene00015588	2
WBGene00015589	0
WBGene00015590	35
WBGene00015591	19
WBGene00015592	0
WBGene00015593	0
WBGene00015595	0
WBGene00015598	0
WBGene00015599	0
WBGene00015600	0
WBGene00015601	1
WBGene00015602	0
WBGene00015604	0
WBGene00015605	0
WBGene00015606	0
WBGene00015607	0
WBGene00015608	0
WBGene00015609	1
WBGene00015610	0
WBGene00015611	0
WBGene00015613	0
WBGene00015615	0
WBGene00015618	0
WBGene00015619	0
WBGene00015620	0
WBGene00015621	0
WBGene00015622	0
WBGene00015623	3
WBGene00015624	3
WBGene00015625	0
WBGene00015626	0
WBGene00015627	1
WBGene00015628	0
WBGene00015629	1
WBGene00015630	2
WBGene00015631	0
WBGene00015632	0
WBGene00015633	1
WBGene00015634	5
WBGene00015635	17
WBGene00015636	0
WBGene00015637	0
WBGene00015638	9
WBGene00015639	2
WBGene00015641	31
WBGene00015642	20
WBGene00015644	3
WBGene00015645	0
WBGene00015646	2
WBGene00015647	14
WBGene00015648	7
WBGene00015649	0
WBGene00015650	3
WBGene00015651	1
WBGene00015652	0
WBGene00015653	0
WBGene00015655	0
WBGene00015656	0
WBGene00015658	2
WBGene00015660	2
WBGene00015661	1
WBGene00015662	4
WBGene00015663	0
WBGene00015664	0
WBGene00015665	0
WBGene00015666	2
WBGene00015667	0
WBGene00015668	0
WBGene00015670	4
WBGene00015671	0
WBGene00015672	0
WBGene00015673	1
WBGene00015674	0
WBGene00015675	0
WBGene00015676	3
WBGene00015677	23
WBGene00015678	0
WBGene00015679	0
WBGene00015680	1
WBGene00015681	0
WBGene00015682	0
WBGene00015683	1
WBGene00015684	0
WBGene00015685	0
WBGene00015686	3
WBGene00015687	11
WBGene00015688	8
WBGene00015689	15
WBGene00015690	0
WBGene00015691	10
WBGene00015692	0
WBGene00015693	0
WBGene00015694	0
WBGene00015695	0
WBGene00015696	0
WBGene00015697	3
WBGene00015698	28
WBGene00015700	4
WBGene00015701	0
WBGene00015702	8
WBGene00015703	6
WBGene00015704	2
WBGene00015705	0
WBGene00015706	0
WBGene00015707	0
WBGene00015708	0
WBGene00015709	2
WBGene00015710	0
WBGene00015711	0
WBGene00015712	0
WBGene00015713	0
WBGene00015714	0
WBGene00015715	0
WBGene00015716	0
WBGene00015718	0
WBGene00015720	0
WBGene00015721	0
WBGene00015722	0
WBGene00015723	0
WBGene00015724	0
WBGene00015725	0
WBGene00015726	0
WBGene00015728	0
WBGene00015729	0
WBGene00015730	0
WBGene00015731	5
WBGene00015733	4
WBGene00015734	21
WBGene00015735	7
WBGene00015736	0
WBGene00015737	0
WBGene00015738	0
WBGene00015739	0
WBGene00015740	0
WBGene00015741	0
WBGene00015742	0
WBGene00015743	17
WBGene00015744	0
WBGene00015745	3
WBGene00015746	8
WBGene00015747	14
WBGene00015748	0
WBGene00015750	1
WBGene00015751	0
WBGene00015752	4
WBGene00015753	0
WBGene00015754	23
WBGene00015755	2
WBGene00015756	0
WBGene00015757	0
WBGene00015758	0
WBGene00015759	0
WBGene00015760	0
WBGene00015762	0
WBGene00015764	0
WBGene00015765	5
WBGene00015766	15
WBGene00015767	0
WBGene00015768	0
WBGene00015769	2
WBGene00015770	0
WBGene00015772	0
WBGene00015773	0
WBGene00015774	0
WBGene00015775	0
WBGene00015776	0
WBGene00015777	1
WBGene00015778	9
WBGene00015779	0
WBGene00015780	0
WBGene00015781	0
WBGene00015782	0
WBGene00015783	0
WBGene00015784	0
WBGene00015785	0
WBGene00015786	0
WBGene00015787	2
WBGene00015788	0
WBGene00015789	1
WBGene00015790	0
WBGene00015791	8
WBGene00015792	0
WBGene00015793	4
WBGene00015794	0
WBGene00015795	1
WBGene00015796	17
WBGene00015797	49
WBGene00015798	0
WBGene00015799	0
WBGene00015800	7
WBGene00015801	1
WBGene00015802	0
WBGene00015803	0
WBGene00015805	1
WBGene00015806	11
WBGene00015807	6
WBGene00015809	12
WBGene00015810	7
WBGene00015811	10
WBGene00015813	19
WBGene00015814	26
WBGene00015815	15
WBGene00015816	4
WBGene00015817	15
WBGene00015818	9
WBGene00015819	49
WBGene00015820	3
WBGene00015821	0
WBGene00015822	1
WBGene00015823	0
WBGene00015824	0
WBGene00015825	0
WBGene00015827	0
WBGene00015828	0
WBGene00015829	0
WBGene00015830	4
WBGene00015832	0
WBGene00015833	0
WBGene00015834	5
WBGene00015835	0
WBGene00015836	0
WBGene00015837	1
WBGene00015838	1
WBGene00015839	1
WBGene00015841	0
WBGene00015842	3
WBGene00015843	4
WBGene00015845	0
WBGene00015846	0
WBGene00015847	0
WBGene00015848	0
WBGene00015849	12
WBGene00015850	4
WBGene00015851	2
WBGene00015852	3
WBGene00015853	7
WBGene00015854	0
WBGene00015855	7
WBGene00015856	0
WBGene00015857	0
WBGene00015858	0
WBGene00015859	0
WBGene00015860	0
WBGene00015861	0
WBGene00015863	0
WBGene00015864	0
WBGene00015865	0
WBGene00015866	1
WBGene00015867	0
WBGene00015868	27
WBGene00015869	0
WBGene00015870	0
WBGene00015871	0
WBGene00015872	0
WBGene00015873	0
WBGene00015875	0
WBGene00015877	0
WBGene00015878	0
WBGene00015879	2
WBGene00015882	0
WBGene00015883	0
WBGene00015884	0
WBGene00015885	3
WBGene00015886	0
WBGene00015887	1
WBGene00015888	1
WBGene00015889	0
WBGene00015890	1
WBGene00015891	2
WBGene00015892	0
WBGene00015893	1
WBGene00015894	3
WBGene00015895	1
WBGene00015896	13
WBGene00015897	0
WBGene00015898	0
WBGene00015899	8
WBGene00015900	0
WBGene00015901	2
WBGene00015902	0
WBGene00015903	1
WBGene00015904	0
WBGene00015905	3
WBGene00015906	0
WBGene00015907	3
WBGene00015908	0
WBGene00015909	0
WBGene00015910	0
WBGene00015911	0
WBGene00015912	16
WBGene00015913	0
WBGene00015914	6
WBGene00015915	9
WBGene00015916	10
WBGene00015917	2
WBGene00015918	1
WBGene00015919	0
WBGene00015920	19
WBGene00015921	0
WBGene00015922	6
WBGene00015924	0
WBGene00015925	0
WBGene00015926	3
WBGene00015927	10
WBGene00015928	40
WBGene00015929	1
WBGene00015930	1
WBGene00015931	4
WBGene00015932	0
WBGene00015933	0
WBGene00015934	1
WBGene00015935	0
WBGene00015936	0
WBGene00015937	15
WBGene00015938	8
WBGene00015939	5
WBGene00015940	2
WBGene00015941	12
WBGene00015942	5
WBGene00015943	19
WBGene00015944	2
WBGene00015945	0
WBGene00015946	0
WBGene00015947	0
WBGene00015948	0
WBGene00015949	0
WBGene00015950	0
WBGene00015952	0
WBGene00015953	0
WBGene00015954	0
WBGene00015955	10
WBGene00015956	0
WBGene00015957	0
WBGene00015958	0
WBGene00015959	0
WBGene00015960	0
WBGene00015961	0
WBGene00015962	0
WBGene00015963	0
WBGene00015964	0
WBGene00015965	0
WBGene00015968	1
WBGene00015969	0
WBGene00015970	2
WBGene00015971	10
WBGene00015972	0
WBGene00015973	0
WBGene00015974	1
WBGene00015975	17
WBGene00015976	7
WBGene00015977	0
WBGene00015978	8
WBGene00015979	0
WBGene00015980	0
WBGene00015981	1
WBGene00015982	2
WBGene00015984	0
WBGene00015985	0
WBGene00015986	0
WBGene00015987	3
WBGene00015988	13
WBGene00015992	4
WBGene00015993	0
WBGene00015994	9
WBGene00015996	0
WBGene00015997	1
WBGene00015998	0
WBGene00015999	0
WBGene00016000	0
WBGene00016002	22
WBGene00016003	1
WBGene00016004	0
WBGene00016005	1
WBGene00016006	7
WBGene00016008	0
WBGene00016009	2
WBGene00016010	1
WBGene00016011	7
WBGene00016012	2
WBGene00016013	1
WBGene00016014	21
WBGene00016015	17
WBGene00016016	0
WBGene00016017	0
WBGene00016018	0
WBGene00016019	3
WBGene00016020	15
WBGene00016021	4
WBGene00016022	0
WBGene00016023	0
WBGene00016024	0
WBGene00016025	0
WBGene00016027	0
WBGene00016028	0
WBGene00016029	13
WBGene00016030	0
WBGene00016032	0
WBGene00016033	0
WBGene00016034	3
WBGene00016037	7
WBGene00016038	6
WBGene00016039	0
WBGene00016040	2
WBGene00016041	0
WBGene00016042	0
WBGene00016043	0
WBGene00016044	1
WBGene00016045	14
WBGene00016046	0
WBGene00016048	0
WBGene00016049	0
WBGene00016050	0
WBGene00016051	0
WBGene00016052	0
WBGene00016053	6
WBGene00016054	5
WBGene00016055	0
WBGene00016056	2
WBGene00016057	0
WBGene00016058	17
WBGene00016059	1
WBGene00016060	13
WBGene00016061	0
WBGene00016062	5
WBGene00016063	0
WBGene00016064	0
WBGene00016066	0
WBGene00016067	5
WBGene00016068	19
WBGene00016069	0
WBGene00016070	1
WBGene00016071	0
WBGene00016072	10
WBGene00016073	11
WBGene00016074	25
WBGene00016075	3
WBGene00016077	1
WBGene00016081	4
WBGene00016082	1
WBGene00016083	2
WBGene00016084	3
WBGene00016085	4
WBGene00016086	0
WBGene00016087	6
WBGene00016088	1
WBGene00016089	0
WBGene00016090	0
WBGene00016091	0
WBGene00016092	0
WBGene00016093	0
WBGene00016094	0
WBGene00016095	0
WBGene00016096	0
WBGene00016097	0
WBGene00016099	0
WBGene00016100	0
WBGene00016101	0
WBGene00016102	0
WBGene00016103	1
WBGene00016104	0
WBGene00016105	0
WBGene00016106	0
WBGene00016107	0
WBGene00016108	0
WBGene00016109	0
WBGene00016110	4
WBGene00016111	2
WBGene00016112	3
WBGene00016113	7
WBGene00016114	0
WBGene00016115	34
WBGene00016116	5
WBGene00016117	11
WBGene00016118	28
WBGene00016119	0
WBGene00016120	7
WBGene00016121	8
WBGene00016123	1
WBGene00016124	14
WBGene00016125	1
WBGene00016126	0
WBGene00016128	7
WBGene00016129	7
WBGene00016130	0
WBGene00016131	5
WBGene00016132	0
WBGene00016133	0
WBGene00016134	0
WBGene00016135	0
WBGene00016136	0
WBGene00016137	6
WBGene00016138	4
WBGene00016139	5
WBGene00016140	11
WBGene00016142	16
WBGene00016143	6
WBGene00016144	6
WBGene00016145	8
WBGene00016146	0
WBGene00016147	0
WBGene00016148	5
WBGene00016149	1
WBGene00016150	3
WBGene00016151	23
WBGene00016152	0
WBGene00016153	1
WBGene00016154	13
WBGene00016155	0
WBGene00016156	7
WBGene00016157	16
WBGene00016158	6
WBGene00016159	10
WBGene00016160	0
WBGene00016161	3
WBGene00016162	9
WBGene00016163	30
WBGene00016164	0
WBGene00016165	4
WBGene00016166	8
WBGene00016167	6
WBGene00016168	0
WBGene00016169	7
WBGene00016170	36
WBGene00016171	13
WBGene00016172	3
WBGene00016173	69
WBGene00016174	0
WBGene00016175	0
WBGene00016177	2
WBGene00016178	19
WBGene00016179	1
WBGene00016180	0
WBGene00016181	4
WBGene00016182	13
WBGene00016183	1
WBGene00016184	0
WBGene00016185	0
WBGene00016187	0
WBGene00016188	4
WBGene00016189	0
WBGene00016190	0
WBGene00016191	0
WBGene00016192	4
WBGene00016193	1
WBGene00016194	26
WBGene00016195	6
WBGene00016196	0
WBGene00016197	4
WBGene00016198	0
WBGene00016199	0
WBGene00016200	14
WBGene00016201	0
WBGene00016202	15
WBGene00016203	9
WBGene00016204	0
WBGene00016206	0
WBGene00016207	0
WBGene00016208	3
WBGene00016209	2
WBGene00016210	1
WBGene00016212	0
WBGene00016213	2
WBGene00016215	0
WBGene00016216	18
WBGene00016217	1
WBGene00016218	0
WBGene00016219	0
WBGene00016220	0
WBGene00016221	0
WBGene00016222	0
WBGene00016223	0
WBGene00016226	0
WBGene00016227	0
WBGene00016231	0
WBGene00016232	0
WBGene00016233	0
WBGene00016234	0
WBGene00016235	27
WBGene00016236	7
WBGene00016237	1
WBGene00016238	3
WBGene00016239	1
WBGene00016242	1
WBGene00016244	5
WBGene00016245	10
WBGene00016246	0
WBGene00016247	0
WBGene00016248	0
WBGene00016249	7
WBGene00016250	33
WBGene00016251	0
WBGene00016252	0
WBGene00016253	0
